label,GAERS,GAERS,GAERS,GAERS,GAERS,GAERS,GAERS,GAERS,NEC,NEC,NEC,NEC,NEC,NEC
name,PCE_101_GAERS_590_Cortex,PCE_102_GAERS_628_Cortex,PCE_103_GAERS_614_Cortex,PCE_104_GAERS_629_Cortex,PCE_105_GAERS_630_Cortex,PCE_106_GAERS_602_Cortex,PCE_128_GAERS_625_Cortex,PCE_130_GAERS_601_Cortex,PCE_107_NEC_601_Cortex,PCE_108_NEC_687_Cortex,PCE_109_NEC_602_Cortex,PCE_110_NEC_603_Cortex,PCE_111_NEC_688_Cortex,PCE_112_NEC_604_Cortex
C28H38N4O6S2,400015,336125,195299,300071,217137,237792,246548,271516,186045,329008,158089,171406,212557,261783
C38H75NO3,643341,728978,589825,643994,572110,614333,667767,454356,522088,636318,596175,681407,714947,535384
C27H53O12P,225843,228380,134833,289458,330870,151224,203647,155281,231260,170948,349943,246910,128202,222476
C39H70O4,1077424,1123248,892001,866072,1130198,964554,1097858,932445,926192,997922,1089988,788732,1060098,902041
C16H25N5O16P2,260639,277594,181542,235857,262390,225762,218863,199928,236673,292436,198711,172991,191587,271189
C33H52O7,340235,354349,205450,350161,399729,307898,313916,273232,302832,354239,381338,296089,341022,393365
C17H27N3O17P2,2146105,2328225,1614937,1893307,1927223,1676450,1762055,2161261,1631817,1933032,1354864,1292255,1415416,2125315
C37H70O5,4134548,2728421,3185851,3278310,4071366,2919234,2481137,4119207,2894654,3823809,2779430,2626664,2360208,2719303
C20H32N6O12S2,2093123,1904056,1054767,1607842,1416589,1143201,1504608,1068728,1283615,1529306,658855,759713,1402855,1306886
C20H31N4O16P,353745,376465,278140,314324,310524,312414,303274,339717,257451,404072,249831,202851,294798,332638
C26H35N5O9S,731439,1172476,344599,1140804,709649,721529,1190827,577589,829499,906147,501771,442519,671690,1050740
C35H54O9,500347,569904,338997,471826,438766,396938,532519,312833,455094,565958,348816,304069,331198,393115
C31H49O12P,75001,153557,182739,272581,281734,195290,285523,374734,164080,250466,182926,244412,208146,278377
C43H68O4,574737,668625,406779,509746,768821,683378,466051,433781,537514,636941,531940,477609,653994,588469
C41H68O5,3275740,3414735,2692809,3780103,3115066,3065867,2704458,2775284,3214526,3394849,3061007,2174538,2853460,3316640
C37H71O7P,222826,564951,228421,252789,525831,639904,729013,337371,463583,280623,263606,381833,585640,809278
C41H72O5,40810744,28987766,44147928,37175720,21561556,23031242,21341470,27884824,18715146,27674476,18436120,20502104,16646482,23771352
C21H29N7O14P2,447579,1032581,623752,822813,1220682,1129043,707812,684479,471497,996820,458030,516640,2287110,1100403
C38H71O7P,249552,353761,201800,223691,332294,344197,262222,235499,228630,269590,330846,151311,270233,269907
C37H71O8P,1343065,1794772,874081,2227243,1797552,1730020,1411483,1127310,1385818,1722192,1014578,1753833,1873985,2034507
C37H71O8P - 1A,3041226,3622192,3082445,4267037,5610272,4285635,3841957,3358018,4083140,3528622,3853544,4207856,5574381,5613280
C39H75O7P,597141,582788,535207,604750,793204,824529,678773,656003,869694,585241,609423,677399,814907,1206855
C21H35N7O13P2S,61040,62126,37678,56504,63707,47802,63494,73722,41724,53041,26726,28124,30981,31661
C37H74NO8P,1136814,1280702,1611255,1763299,2037737,1933231,1288633,1458396,1674434,1385050,2086816,2276351,2415220,1956472
C67H121N3O26,752377,683168,368841,628940,457792,470242,427358,604768,553087,484332,332087,510486,503730,715900
C39H69O8P,1597942,1918451,1333425,2117940,2182828,2112376,1866655,1308031,2049918,1577671,1425717,1981244,2412122,2640256
C39H73O8P,1547308,1382643,1036649,2201925,2600119,2059713,2062476,1406934,1808493,1922686,1860923,2107313,2484183,3547752
C39H76NO7P,3076629,3806253,2193574,2930463,4200462,3410313,2329833,2583247,2730970,2856898,1502645,1965422,2700707,2903258
C38H76NO8P,3328486,3125704,2459305,2825818,2504052,2552135,2863676,2901691,2712647,2678068,2621743,2737108,3069744,2863970
C39H72NO8P,859997,1178200,943194,1717764,1290476,1250954,1225596,1052320,1196518,1185714,1042672,1809546,1543945,1556694
C39H76NO8P,862736,1305176,1393394,1134159,1271551,1325494,929629,1182140,1415876,1255669,1501150,1354174,1683564,1678623
C39H76NO8P - 1A,65881,151469,68030,196914,62369,65873,157761,111511,41773,133859,79897,45567,100703,119816
C39H76NO8P - 2B,83785,104706,52728,112267,82471,82130,83518,71670,77666,92829,75890,77803,95393,91548
C41H74NO7P,3648244,3649358,3593401,3071929,3365559,2945344,1414714,3214060,4492371,2285482,2705778,2964724,2968945,2787766
C41H73O8P,2648545,3992780,2782989,4552221,4135020,4637147,4921840,3251549,4375060,3495481,3402735,3757020,4624406,5581812
C39H80NO7P,2171934,2378660,1570672,3511514,3225704,3090468,2596105,1919334,2238701,2717003,2050554,2505895,2373758,3253679
C41H78NO7P,6915241,8080066,5346426,9963860,10452307,8430469,5670482,7106859,2540922,3671107,1698693,2644956,888915,5374156
C41H78NO7P - 1A,6915241,8080066,5346426,9963860,10452307,8430469,5670482,7106859,5809502,7515573,4188152,6163936,6759345,8342913
C42H81NO8,493594,637094,221363,464861,751502,804044,392091,506675,424355,505928,154278,394077,251639,360007
C51H78O,2777680,2707706,2348156,2667323,2587112,2137252,2252317,2392225,2945517,2749685,2946589,2274806,2381543,2583884
C41H80NO7P,3598313,4999115,2571707,3993276,5450183,4928838,2926455,3384802,3547798,4148487,2033007,2507479,3398099,4083702
C41H80NO7P - 1A,425820,539661,231848,696283,659528,505199,458845,312395,364718,417600,288412,419605,382605,524395
C41H83N2O6P,50064740,38059636,22566296,34511984,47958152,47140768,35311800,35769028,31391192,35246336,12924210,22232446,20880442,26022680
C41H83N2O6P - 1A,33201026,22653868,30811688,24081270,23229188,27709150,21657968,27582296,32545694,24269990,30250690,25208866,25230822,25942930
C40H80NO8P,26019322,27007170,13495751,20323158,23243964,22986322,22207872,20065946,17267340,22754642,10768268,13494391,11611740,13321161
C40H80NO8P - 1A,35173324,31688896,18017164,24760382,27858686,31912520,24199158,25226500,20963262,27607530,15225714,17812086,18116278,20806910
C40H80NO8P - 2B,111102024,88372832,87698080,87835544,84866000,88740000,89465296,89978968,86882040,87675192,83765096,80499728,114331656,84891960
C41H74NO8P,3305290,3262526,1482852,3600080,2810788,2772403,2398638,2580875,2704925,2673246,1923524,2718642,2643673,2924208
C41H78NO8P,2363141,2909404,1863066,3026231,3022936,2782986,2055052,2272026,2284773,2733343,1776031,2137914,2523249,2240435
C21H30N7O17P3,21026,89980,35463,63988,109319,116904,91411,29536,49525,52886,44193,35999,157003,91044
C41H80NO8P,208353,239124,125479,305941,231218,220067,214961,169972,200836,225656,172473,180314,171174,265527
C41H80NO8P - 1A,2214966,2605649,1769459,1923110,2687385,2683921,1881518,1916307,2211871,2044617,1345190,1548981,1989856,2177400
C43H74NO7P,7788168,8136305,5122653,10819339,7467146,6851593,6366245,5898109,5680328,7312140,4894281,5423923,6260206,5856434
C47H70O5,5655812,7071711,3692820,3178926,5929787,4625783,5289700,3448867,5529522,4710298,4432878,3195320,4538712,4167994
C43H78NO7P,11465254,12040509,6686760,11719201,10409141,9678489,8209672,8930432,8284348,8068941,6249707,6822378,8043570,8409833
C43H78NO7P - 1A,4823805,4032479,1884111,3922926,3563572,3162817,3311271,3810455,3204297,3528048,2028194,2554051,2237461,3785413
C43H82NO7P,1176498,1355967,991981,1249669,1649648,1245216,740234,941650,1162097,1231314,681071,1028569,1316967,1423658
C43H87N2O6P,3558325,3469415,3860884,3063808,4989732,3921150,3166490,3612256,3887241,3549972,4176898,3065745,3322356,3288296
C43H87N2O6P - 1A,6262416,6779849,2065617,6708102,9192758,7433181,5307735,4206017,3809333,7007290,2070736,2962313,2378615,3264090
C42H82NO8P,13666204,14894016,9022431,16315570,12587681,12174533,12902392,12180565,11695645,14307574,10705842,11509460,11090286,13404058
C42H82NO8P - 1A,272952448,287627360,291796480,290233632,254285424,273772000,287937344,273565568,282089408,323484864,318739456,266191232,266300832,275694848
C42H82NO8P - 2B,87661432,80580576,68956080,83887120,93459712,77713256,78435672,81492816,64315324,81039336,56394472,63444984,54215864,62557976
C42H82NO8P - 3C,192286464,201038832,165106704,176719360,159940304,157686640,169539680,156062400,159984160,131667256,119123096,120518992,173309376,137323504
C42H82NO8P - 4D,96603600,141481296,68956080,113991608,152138240,88969088,91325112,54468252,82879464,107750960,86830232,60690456,79294992,83963424
C41H77NO10,6519942,7405312,4359797,7408725,6449261,5709612,7055994,6155272,5802529,7140741,4831176,5638702,5518586,6741789
C40H76NO10P,1570831,2527910,2239541,2500484,2885251,2066624,2643629,2179488,2655063,1979597,2017400,2272057,3192396,2353275
C43H74NO8P,2217955,2582412,1378321,2418620,1829509,1820834,2141320,1675122,1402507,2857615,1443403,1804356,1553693,2304735
C43H74NO8P - 1A,9098970,11261363,8315918,11184311,8271051,10161569,10839399,9514991,9386672,12236227,10286026,10407267,9809014,9590071
C43H83NO8,3453680,3158675,3535365,2284221,3142479,3009187,3097002,3079801,2844441,2735544,2934958,2889996,2046821,3101562
C40H77O10P,8013171,8705379,8047829,9490155,8929963,7536567,9052270,8157436,6781413,10500985,7078598,7491462,7688400,7997030
C43H78NO8P,17599412,16679299,10981002,18004026,14942870,14816589,12131762,12631252,13348041,12435625,9526377,11751758,12194238,12382746
C43H78NO8P - 1A,321887,301906,223438,390669,217408,227101,356331,222638,308629,275275,277643,307001,302385,341184
C44H86NO7P,2725719,3903445,2913796,4778742,3970519,3959829,3185589,1618129,3792793,3738542,2422554,4636914,1661399,5171146
C73H129N3O31,1629446,2037207,1003869,2368841,1832301,1493852,1875882,1481862,1592287,2084040,1164505,1787014,1580460,2603259
C33H40O21,593137,530216,237732,435509,369533,516462,348979,391764,464353,457794,328138,278224,445443,570670
C45H78NO7P,7778758,6806802,5071744,6978136,6659069,6529642,7081542,5064167,4874654,6556655,7249284,2990965,7644976,5642211
C45H78NO7P - 1A,16161997,18113230,14685231,16430516,19653712,19094230,16455655,16170771,14483644,18590652,16724087,14208861,15535984,14303783
C42H81O10P,3136805,3426194,1617240,2411862,3189884,2462788,2813085,2241694,1402461,3498406,1552794,1472459,2175801,2309372
C50H83O4P,2221748,2217730,1308028,2440445,2762184,2114192,2145898,2288080,2472765,2407014,1851802,1973754,1646774,2470698
C40H77NO11S,839372,879639,640188,1087612,698344,864985,1016451,875774,820005,975452,640061,861669,868007,1432306
C45H82NO7P,2351168,3140413,3083157,2591373,3831069,3648527,1714293,4259391,1946144,1837351,1763114,2008897,2947318,2494411
C44H80NO8P,15776903,15690997,11348221,11976119,14310278,11111347,12010106,11468542,10719560,10437995,10257069,11152061,8553203,8827824
C44H80NO8P - 1A,85905520,95279056,85238840,93088120,75751216,85201368,83095912,85806800,87602072,85452816,85617664,81545568,76766000,84721248
C46H89NO8,2174207,2366570,324779,2768578,2003547,2055301,1259378,746208,716196,1200506,285758,482048,306403,739964
C48H90O6,1102295,1226423,446380,1156825,1542811,1339732,834173,779404,759530,606437,242594,497080,329966,585504
C27H33N9O15P2,335376,357930,231564,298332,272328,283643,300968,276514,232186,327515,177526,221833,234464,286813
C44H84NO8P,7145139,7915152,4915678,8179921,8302675,6171348,6861478,5838287,5935183,7741796,5976173,6143199,6485467,7608740
C45H91N2O6P,2751277,2808748,475889,3822457,2474708,2404557,1762685,1181507,1098185,1646593,430615,715226,594757,1104657
C42H78NO10P,10833379,12022007,9167008,13529511,16214347,11499807,13869354,10772140,10186282,11923504,10102466,9149925,12701900,13997762
C44H86NO8P,6615825,7826682,4558065,9064939,7705425,7425243,8519481,6529010,5848482,8627847,5048413,6192737,5715233,7555660
C44H86NO8P - 1A,5608217,6550826,3586783,7293034,4729676,5358114,5935311,5057748,4837326,6370164,4353025,5190413,4429203,7134892
C44H86NO8P - 2B,70093664,76763064,69474080,74816512,85520440,90845504,63289496,76880336,74298600,54833452,64425992,67512688,65688436,72199496
C44H86NO8P - 3C,59006052,46135852,39160592,63201892,60440400,58763396,38395228,45627960,50030640,54833452,42730744,49748620,64015784,58805480
C42H80NO10P,23659552,25559944,19692662,27344172,35020728,26781142,27472408,24053356,26405024,20163190,19111774,23447844,28749910,32365274
C42H80NO10P - 1A,14078414,7469181,1156311,10089986,9271066,6868238,6565700,4407247,11187894,14535372,7760901,7368124,10546019,8900891
C42H80NO10P - 2B,357138,468114,206272,557390,458445,431420,376742,253696,322678,421616,280386,350693,282943,481186
C42H80NO10P - 3C,354899,494759,222258,745504,428779,351616,457290,279466,370754,397887,275780,393668,328874,567399
C45H78NO8P,26267484,28548248,20430356,26042396,25189646,30051412,25036226,24752434,23479826,27958874,27062832,22218856,27677066,24470526
C45H78NO8P - 1A,7401893,6281425,4621689,6309801,4939369,5185833,7058112,3721698,4939177,6434624,3668865,3794169,3798992,6092488
C48H84O6,1841492,1874606,615564,1125336,2092890,1873792,1237249,1238166,1193175,1262691,454798,889143,616399,712756
C48H84O6 - 1A,1336729,1009926,1273845,1030401,1104992,946341,1028393,1311909,1220208,1070237,971520,959306,1178135,1105788
C48H84O6 - 2B,1156165,1034204,824125,926887,1056880,1094565,864158,980817,944649,947122,854532,690803,770150,847715
C40H78NO9P,1128304,1279576,1041965,832935,1812841,1850257,1085876,841583,1193234,2385579,1211262,1305083,1565097,1911002
C42H75N3O8,956393,1030733,631958,759885,812338,786747,799915,634041,647892,694408,559673,632921,613993,655933
C40H80NO9P,6123402,5506786,3399376,6657098,4664852,4558149,4949296,4454705,5137842,5275258,3893241,3838875,6951296,5521150
C43H84NO8P,1834035,1961661,1205059,1765782,1787435,1770753,1681049,644668,1755439,1717515,1779208,1743027,2295175,2132399
C47H89NO8,926895,844333,209506,1031189,1133198,1011822,921067,706144,500214,1242689,192480,327640,190884,338391
C43H74O10,1702003,2336610,995010,2239288,1868114,1711805,2388262,1638668,1513861,1407404,889779,1184358,1514712,1780080
C44H79O10P,2942717,2730304,2106370,2070192,2621163,2553219,4137661,2812486,2153081,2553293,1830888,1675420,1690227,3039347
C45H89N2O6P,908311,826190,416572,946080,1309523,1396803,873897,679867,814021,632785,294211,564731,367738,469311
C46H80NO8P,67798680,94530240,61999156,95198856,68767504,78602960,83201648,67216416,60196520,88356544,78432216,69212976,68931784,74429080
C45H78NO9P,482727,583239,138834,1314626,487075,652105,653535,342396,800397,638858,308526,592978,468809,1017164
C46H91NO8,479161,595783,211085,696726,941691,984929,381483,383403,377370,539260,258549,305122,346045,548347
C23H38N7O17P3S,151109,324276,140912,364755,194877,179681,172941,180758,164620,191666,169529,190339,193224,244730
C46H84NO8P,93057200,93783464,71561960,89059392,80792968,85859224,78093448,84140184,80115168,79385208,74702688,69969192,67047552,84040760
C46H84NO8P - 1A,16657600,11636957,17184538,18435194,14611646,20985346,17992178,18861858,19927450,19639252,20485414,18225590,21109222,18162444
C48H91NO8 - 1A,3782934,4931343,2100512,3995385,9044531,6516950,3758933,4767735,2754746,4390508,1341389,2418915,1858327,3514346
C44H78NO10P,15910629,16958044,9803626,21058108,17806290,16515016,19274132,14668581,17056174,14527883,11631550,14430711,14892469,21480480
C48H93NO8 - 1A,6501653,7019982,2161601,6225275,7488338,8823857,5806176,4469142,4495932,3593753,670010,3136598,1317353,1927914
C47H93N2O6P,6823937,8923205,3935697,7536073,12311803,10227308,8691599,5964642,6872295,7202557,2401106,5874538,4307650,7143822
C47H93N2O6P - 1A,7321311,8923205,3288192,8924606,12311803,10227308,8691599,6708685,5614525,6760797,1997558,4663118,2541897,4259507
C51H88O6,2891038,2593017,2393294,2199242,2980475,3357222,2752677,2840658,2935123,2837595,2201551,2535558,2021709,2877248
C44H82NO10P,7235228,6620239,6630691,6109952,5931385,5197412,5821966,6422062,5562696,5627508,4500294,5140556,5689353,5975430
C47H94NO7P,121195,129445,55998,139377,195327,148399,110836,82163,97265,120480,26139,61220,40673,49096
C47H97N2O6P,707784,785405,360641,731902,1026691,897437,842397,652470,650538,638816,213953,467150,246335,376285
C42H82NO9P,2358264,2012588,1431509,2268067,2184104,1600144,2004414,1885830,1878890,2131141,1789809,1699822,1646135,2011312
C42H82NO9P - 1A,8679428,8047006,8554773,6965444,7085526,6635634,7711916,6801221,10112074,13471089,9225085,10645405,11195691,13500326
C42H82NO9P - 2B,19714038,20047642,20374726,22528784,19524232,17213970,17421902,18546238,18167602,18398946,15540459,16652890,18482840,16828218
C52H90O7,743163,979330,471842,1506467,2237491,1865822,693127,718118,822855,1278434,472160,633107,806223,1073821
C47H93O9P,159251,162394,145126,222027,379292,267915,222156,230896,239018,201832,214101,300017,269076,305972
C48H84NO8P,43014548,52312468,33780080,55687164,44911888,49407712,45796544,42100608,36191904,55879328,38551232,36242552,36175208,43787904
C46H78NO10P,177759200,168902160,117941624,169969520,149692944,153301520,219461920,131257720,167464736,157014400,141921360,123340504,153856688,195402640
C44H85NO13,12003314,14337356,9910806,11369199,12762775,12774281,10486072,11699026,11011186,12675432,10168297,8576676,10218440,12261567
C50H95NO8,412925,529997,95229,588970,504510,456623,348628,255000,266968,487348,108742,161475,174621,254701
C46H82NO10P,15901532,13260538,11374480,13498427,15638559,14252018,15876850,12684387,16074052,10195354,11746872,10140270,12702170,17323718
C48H92NO8P,888477,789319,955341,1289749,976574,1496387,736031,686774,732236,957975,599128,873083,891783,1017022
C48H75O10P,1489740,1186014,713058,926201,985071,994765,1085915,1000231,1166666,1040087,817160,765897,899755,1193932
C48H94NO8P,1427734,1289159,866962,1721622,1712157,1468139,1592540,1068813,1325498,1348866,1077633,1578978,1632651,1560439
C44H86NO9P,3912146,3904337,3664499,5134265,4837457,4148334,3729400,4186866,3607046,3933082,2706220,3642762,3926961,4001788
C53H100O6,529744,599414,326654,488534,322821,507314,473370,395529,579288,517165,594144,604098,680047,687148
C54H90O7,253035,194133,374054,198944,484201,376923,217802,505046,265339,325142,316165,387585,248341,241270
C46H90NO8P,634360,704539,690421,528565,669916,626327,513975,627128,515748,483628,382658,774810,606695,758738
C24H40N7O18P3S,404639,605170,426417,565287,552275,517355,589433,718115,680408,590554,490330,510847,539487,613399
C45H79O13P,12457024,11176570,8230673,13070746,14198622,9559408,12228007,11062893,10312548,13200895,9146468,9846854,11185171,14069860
C50H86NO8P,1973611,2053847,1388752,1916394,2114923,2177927,1842889,1995185,1521935,2410530,1478717,1630051,1598051,1935221
C46H89NO11S,3554229,3387402,1673875,2231077,4224642,3665714,1780132,2355888,769741,998308,485186,783924,847498,1292270
C47H80NO10P,4276512,2651257,1004902,1205047,1605282,1334335,2387681,527444,1252029,3299498,2749219,1252871,1801828,1591644
C50H96NO8P,1251960,1149458,1344139,1739980,1808796,1550728,1158833,1217075,1313832,1635845,1151639,1335052,1425203,1691609
C47H93N2O7P,260221,349931,131118,292204,479635,380660,274794,246369,252786,224198,108002,195370,169447,200130
C55H102O6,303445,473135,349872,398375,322936,498389,421894,221152,459923,428926,494798,379598,520123,556576
C50H74NO10P,1822715,2100800,1656684,2465329,2239236,1619657,3690690,1527489,1686765,2258109,1878084,2226559,2172681,2855216
C46H89NO12S,498647,2172617,1140204,1735503,831826,2233513,1261350,364799,1862012,1392876,1206971,1078434,1945789,1553641
C52H98NO7P,676150,737492,466177,1036077,414093,761359,918876,450100,599226,509542,744055,502126,476012,640918
C47H79O13P,2314410,2858640,1322900,2876235,2775060,2356751,3218254,2081632,1559246,2772577,1718013,2258582,2483587,2969930
C50H78NO10P,13014533,13375803,12294598,12830832,11396589,9729971,13265493,10355586,10580851,13138746,10175499,11578159,10992538,13728365
C47H81O13P,11461331,10463864,7617138,11155798,11735522,9241384,13414195,8618697,10760548,10980672,9021178,8167002,11051089,13970278
C47H83O13P,55816960,52880184,36503684,54250724,56601072,44128680,54988676,45935912,46171360,44451780,39754224,38508232,48800972,58666280
C47H83O13P - 1A,10314073,8343144,1911242,9000739,6674222,6113215,6300412,4199912,5166003,8008963,3355965,4439736,4099887,7431362
C44H85NO12S,26320796,24655532,17067574,24435530,26569298,20451916,26259502,22495814,21473068,22772110,19564386,18773428,24211694,27986450
C48H91NO11S,30126642,33348974,18338700,23222146,42978300,39419496,31433768,27541338,28167326,23598442,16526843,17394812,26678040,34376540
C48H91NO12S,138943,230917,57842,153233,412680,361079,125983,92432,113572,201308,71451,102952,103947,157757
C48H91NO12S - 1A,5704874,6543111,3953018,4134319,9546508,8254693,4942407,5823743,6620729,6319571,5320425,4425972,8590101,9047190
C48H93NO12S,487965,566853,199089,392335,1128121,1048396,371795,251574,350887,513494,117158,334777,151586,216265
C49H83O13P,1309533,1942721,990236,2034640,2097185,1628182,1883918,1091863,1004925,2450575,1276085,1280369,1744720,2049444
C50H84NO10P,531792,467799,583426,497454,533767,450061,571083,656018,560396,548843,536316,508758,676435,657561
C50H95NO11S,1124044,1316949,614398,716128,1231155,1114625,536332,1069752,285525,225935,569284,269799,239618,428187
C59H102O6,230563,363310,185933,255965,199213,246941,298729,174988,275864,257174,279687,263193,462836,305388
C46H76O19,2162884,2493024,2103535,2106218,2010633,2308332,2374230,2257028,1974511,2395470,2223021,2067708,2053740,1734855
C50H57O30,2489984,3031515,2153032,3348083,1597361,2503073,2885884,2663987,1868484,2351296,1737810,2247952,2156163,1891822
C59H108N2O21,1279333,1039689,1031407,1057376,1157884,992594,1290095,1073079,1154944,884469,889629,1031695,968758,1131043
