label,GAERS,GAERS,GAERS,GAERS,GAERS,GAERS,GAERS,GAERS,NEC,NEC,NEC,NEC,NEC,NEC
name,PCE_101_GAERS_590_Cortex,PCE_102_GAERS_628_Cortex,PCE_103_GAERS_614_Cortex,PCE_104_GAERS_629_Cortex,PCE_105_GAERS_630_Cortex,PCE_106_GAERS_602_Cortex,PCE_128_GAERS_625_Cortex,PCE_130_GAERS_601_Cortex,PCE_107_NEC_601_Cortex,PCE_108_NEC_687_Cortex,PCE_109_NEC_602_Cortex,PCE_110_NEC_603_Cortex,PCE_111_NEC_688_Cortex,PCE_112_NEC_604_Cortex
C3H8N4O2,36627,103863,57915,41558,96130,370548,121867,65973,223965,31760,96487,453891,86882,152271
C6H9N3O2 - 1A,20177960,25744138,15504184,24390970,23400942,19406628,19452474,19366204,21904036,28564948,17196908,19112344,21063282,28608578
C6H9N3O2 - 2B,8121617,9025553,8714917,8047372,10435686,9309414,10246255,8852846,8963220,7115720,7813132,8348892,7250569,8073496
C6H9N3O2 - 3C,3895938,4215062,4289648,3761514,4327045,4497460,4016901,4358647,4091968,3786638,3167523,4015675,4750225,3265378
C8H13NO2,189043,252213,194232,206244,195952,217683,188216,185084,213252,196795,197459,209774,212025,198866
C8H13NO2 - 1A,69539,87716,90850,86942,103832,55716,63751,85670,70874,87404,65531,66339,90620,69966
C5H4N2O4,171842,183076,156122,171807,126348,120544,153747,161637,128152,183619,104042,115222,141467,161216
C6H8N2O3 - 1A,44671,29660,28074,31826,39091,21747,25365,18550,24954,23641,23282,23461,16224,21694
C9H16O2,748622,712604,502368,2020710,892911,669735,1641385,477266,1501308,511676,1083610,1327092,1839713,1073211
C6H7NO4,59500,58280,61982,103042,56238,58851,42540,53198,51607,58520,58896,63714,62444,62037
C5H12O4,219011,320414,235716,281696,280651,294889,288318,238692,222240,230492,291477,242418,263314,229674
C8H14O3 - 1A,190937,132752,158766,241465,173400,210928,154428,168906,204613,148851,171479,192039,250217,166304
C9H18O2,58595236,42260452,34132316,134109416,66806576,61543616,129597296,42713040,105829776,46139804,92883368,104685704,129263120,95000272
C7H13NO3,256953,152619,172300,147957,195033,154057,139750,198389,221629,146774,151571,164599,113061,227042
C8H17NO2,197731,160316,149829,188465,149772,147427,153680,172712,173277,171287,163677,171076,161779,167607
C8H17NO2 - 1A,4158670,4952282,3010489,3120025,5760110,3587619,3684721,3716993,9933983,7152451,5242771,6161984,5153080,6984921
C6H8O5,157632,121867,100194,132387,129858,118285,124170,126890,108045,117341,68484,74351,86027,134608
C6H12N2O3,2099831,1561997,1761393,2179436,1731658,1935392,1776304,2089129,1764539,1949146,1034894,1490059,1539634,1736836
C6H12N2O3 - 1A,1026677,841644,753374,543576,800254,537556,839575,491417,595606,1052166,797536,389957,589660,723299
C7H16N2O2,6920723,8351687,5538377,7821253,8115453,7410342,6555936,6560412,10339065,10548512,8885483,9570443,7627863,12437613
C6H11NO2S,341312,3163657,1476173,670690,1125796,982934,1028396,2002261,626853,1682019,472516,559760,999863,1138303
C6H11NO4,611856,491347,441397,463220,617053,618515,504841,605256,400850,484572,168272,339026,347030,356593
C6H11NO4 - 1A,8426018,4140837,9940636,3803339,3069796,2378502,3059182,4864023,2300155,5463925,1975682,2670267,2424272,3084762
C6H11NO4 - 2B,604644,523765,478063,511451,485655,392761,464099,403299,334275,472792,246340,265175,307208,408447
C7H15NO3,221821360,211096592,165640192,158451088,255475872,159274864,178863376,225746240,263919824,244210000,194510944,177889456,166558864,286073920
C6H10O5,4262379,5659013,3115498,4110469,3636628,3462723,3845240,2963825,3212696,4627588,2473377,2254156,2884416,4566309
C6H13NO4,229544,238536,183781,205665,242396,220800,203901,221002,212218,237379,199865,266609,249610,338772
C6H13NO4 - 1A,505644,283676,241982,497481,592228,610610,455516,551028,649955,237379,948841,779196,568816,1098445
C6H13NO4 - 2B,123275,157544,110757,122502,155467,75014,145461,121507,149658,158571,116572,143893,163681,145107
C6H12O5,2477375,2050675,1578070,1965495,2622370,1752759,1833221,2453465,1728740,2859709,1599848,1509839,2151960,2456776
C11H16O,87950,87340,82398,84950,82780,84602,77228,76382,87742,78917,75032,80632,98425,84487
C8H7NO3,23349,29693,35671,42837,26509,27203,49050,23499,42340,22122,24946,35478,59373,37231
C5H11NO3S,231108,231026,422255,179090,132467,121533,154696,156173,151512,194793,103559,156402,211283,169770
C6H7N5O,207478,237466,232229,192869,226738,172827,166722,250420,174851,232889,175949,164417,197600,237121
C6H7N5O - 1A,471776,361151,391193,418216,369056,349485,420153,409193,307123,524917,270633,289780,331557,348832
C9H11NO2,23108648,20632692,16209258,21421154,19186306,14294110,20265766,20909798,13862881,15026526,9321712,10532294,11290531,13632476
C5H11O4P,247053,221226,308098,208260,189693,211065,169366,272600,8950,13862,7423,6721,7867,13202
C5H10O6,186878,218416,151607,179682,205992,156760,183755,159271,151773,177820,98968,130290,164748,149386
C6H14O3S,482375,556582,567233,751782,463010,537070,603824,448310,537460,570706,649774,721552,540288,545792
C6H14O5,686815,602075,609106,507813,384827,516579,522067,636736,348252,633777,334099,211645,612567,493833
C3H9N3O3S,227503,150873,126674,212917,145167,139113,194595,186300,100024,141839,90675,86552,96934,126064
C5H4N4O3,226878,164603,121678,117719,96823,131369,123310,127588,157662,116664,85605,129302,117434,128646
C3H7NO5S,164019,156432,116631,130814,157770,127690,135722,164301,143874,202259,135114,146379,99731,162159
C7H11N3O2,10926841,12195357,12678247,12195079,13701417,10835902,11227269,11632531,13820677,12628231,13074574,12223644,12116322,12300245
C7H11N3O2 - 1A,3846807,3679955,2972519,3022236,3520064,2982785,2852532,3088180,3026893,3761955,2366952,3062887,3455212,3653073
C9H12O2,266690,253446,347765,159065,238922,106423,538077,478526,364790,156903,310968,389907,378665,406250
C9H12O2 - 1A,708271,458551,617551,264164,627880,332172,855926,854977,741618,337030,482404,673366,488380,579290
C3H7O6P,162360,273197,166467,160608,212393,316604,220306,279228,524936,268580,300317,445960,347378,443644
C3H7O6P - 1A,308638,243276,153549,253632,258777,200861,229612,290576,197813,236693,149772,109929,163278,243039
C3H8O3S,89411,85594,82028,108922,103383,90974,91120,75476,38002,72710,42543,35115,52919,61805
C6H10N4O2,86752,81665,75759,80391,73001,83061,79278,79004,69296,70506,77948,72425,91294,96312
C10H18O2 - 1A,667945,166578,107908,522611,338060,276733,373142,403478,519383,229703,273213,289791,441010,306995
C8H13NO3,137386,151803,159654,140326,164062,132357,157866,155895,87568,64905,102169,97887,99805,105436
C10H21NO,612620,285957,446702,1297818,1124813,248372,1296751,785397,1176795,492124,941994,1027501,1307879,1262851
C3H9O6P,2373921,2920441,2257428,3022984,3161004,2692532,2407908,2230639,2065387,2885571,1654391,1898601,2436349,2584489
C3H9O6P - 1A,4315176,9508810,6802442,9553758,12997843,10540813,10283171,9775645,7330438,12324552,6276887,7282193,8632718,9946513
C6H8N2O4,240974,123215,55217,53442,71318,80610,98257,39752,51328,145948,108992,44689,85465,76582
C7H12N2O3,224520,223207,158648,179159,173658,162552,197642,192940,186490,347303,126516,149263,166763,188952
C9H16O3,758196,684045,438560,1478508,662802,837197,992741,492094,1230145,538908,985927,1172361,894694,1082696
C10H20O2,8220143,7629795,9502629,19072920,13062223,9173273,19489788,10476615,19002432,8486720,14846503,16287107,23204398,14789541
C7H11NO4,114045,101733,80179,89927,66474,75056,67077,78186,61606,86902,52755,61818,63922,75399
C8H15NO3 - 1A,0,0,1241729,686381,0,0,421733,0,363577,0,0,415959,589878,0
C9H19NO2,3618180,11287089,103345376,11495476,4104410,4966827,9464700,4756288,9182449,130752,12939546,15806278,16778800,18346424
C6H6O6 - 1A,2641436,2829239,1903920,3184386,1746721,1841505,2435981,1656711,2670436,2352061,1392103,1496247,2484438,2712924
C6H10N2O4,1044448,869167,776652,811686,878761,686239,778496,1009768,495642,621859,394565,353746,480028,600192
C8H14O4,58835,87625,73878,152284,79043,75102,171710,77996,209753,118450,117335,134727,162030,151682
C7H14N2O3,2394291,2776290,2174948,2080117,2453168,1456828,2191095,2072463,1486363,1728660,1175919,1417730,1384464,2039492
C6H14N4O2,14986656,15918982,12441591,16199533,14725125,14041554,13691281,14712904,15752766,17101678,12758547,14623564,14734676,17494208
C9H18O3,335822,275358,160002,467219,366450,295381,659441,187760,450331,257412,286778,396054,468072,543954
C8H18N2O2,344294,301660,259237,283068,226608,246309,301690,282826,295213,288573,194897,194716,206198,362093
C6H6O3S,2873430,3315375,4023391,1789476,2792202,4014844,2436945,5169910,5896214,4969371,3177509,5216525,4355843,5653084
C6H9NO5,706487744,734680896,555513536,732840256,743534976,636135104,770643904,626532480,567950464,728137344,556187904,536986944,615583360,865358144
C7H13NO4,142170,76599,65132,80788,235210,170458,183087,516730,986510,94064,231097,73742,238603,73018
C7H13NO4 - 1A,101494,99145,86871,83930,118484,117820,67262,80500,80851,104544,90335,89483,67577,118084
C6H13N3O3,3115660,3262328,2990039,3761295,2810083,2791787,3394229,2812420,2820868,3694343,2351149,2622646,2716172,3237169
C6H13N3O3 - 1A,14291547,15393311,10808167,14070151,8903052,10854382,15506120,11416484,12243594,16640509,5554782,8415344,8440423,9766843
C6H8O6,69039312,63896956,47859752,57384820,56334188,58414268,47625772,62659364,52059816,59069636,36748668,39649888,56305232,57223884
C6H11NO3S,258064,280297,368760,117997,385968,185018,124657,338958,249171,241215,112275,0,223153,0
C7H7N5O,665746,640461,616198,548719,423740,502163,437246,634807,453813,495673,500667,438390,369123,487153
C5H10N2O3S,1141093,949366,855044,860791,1203497,1037261,1282977,1045334,945011,1134070,998915,821306,1203148,966433
C6H10O6,83693,79348,57085,81599,78774,71343,68332,74191,53512,65693,45568,37634,43941,64590
C11H14O2,925537,1214011,1893194,1664254,1056620,586700,1405593,1547350,1826126,794026,2292031,3244714,1622937,2416315
C11H14O2 - 1A,79662,81818,84312,89359,82281,91368,87893,75998,92297,83953,84278,75023,84728,87019
C6H12O6 - 1A,736631,794214,757106,905327,913089,734078,513297,784814,845935,970436,937827,871606,827076,801995
C9H11NO3,6251145,5263436,4096492,4759194,4232127,3422527,4658957,5621137,4331349,5176016,3172415,4181694,3915035,6369581
C7H11N5O,2679366,1666646,2199078,1950769,1865882,1423045,2192172,2435234,1807083,1825822,1479764,1538705,1539540,1622775
C9H10O4,799979,660248,1028750,503135,537166,429687,570283,609319,541448,496850,396515,455547,464062,666122
C6H14O6,199041,252515,186460,195532,206312,230388,220235,167756,143974,166195,178115,163254,130042,172610
C5H13NO4S,59487,94825,27096,37523,32066,70236,58409,66392,90244,38626,43194,74236,36515,115994
C5H14NO4P,104566688,116403088,96351224,112961200,153883920,107506272,93765232,98171144,127485832,96496560,101057312,111748280,98510560,106961888
C10H16O3,170061,192177,167157,662941,156556,169525,319378,170820,373040,190185,266302,379178,271919,309572
C9H13NO2,571762,172588,229374,210762,222648,237370,226397,287811,269654,246513,311847,241157,204480,241833
C11H20O2,567236,726155,1004095,1616531,976539,790607,1444654,748307,2056641,702295,1165684,1464444,2544506,974619
C9H15NO3,420944,453392,550439,477803,447364,436053,525935,597085,467006,426056,631746,484408,414726,400944
C11H20O,3330073,3419300,3520789,3863357,3458148,3691147,3591362,3386520,3628556,3494501,3514544,3488352,4333359,3532379
C4H6O4S,176321,159114,188108,172112,177739,161826,174294,176156,184106,157946,175804,168071,181088,166167
C3H7O7P,191438,158906,149719,98867,76286,109890,123095,155360,119034,183448,126000,141805,105195,231242
C9H8O3,352822,148376,789078,162855,89460,48358,73273,80669,0,310430,30424,58319,20283,61278
C6H12O5 - 1A,393199,505463,438327,497900,484905,539024,474897,432814,415167,593149,424061,382413,706975,465157
C8H14N2O3,190980,145239,178514,151737,155761,121261,128652,153853,126318,187420,120957,139896,119597,146598
C10H18O3,260698,263002,142386,572851,222981,236997,334735,216509,480282,219070,353735,494034,357958,458492
C8H13NO4,64623,147985,110295,157936,162294,107820,134947,90104,67088,84568,47576,52596,121601,74470
C9H17NO3,348114,262560,225471,114069,426430,124113,445311,442389,500066,213228,266904,248025,356256,289615
C9H17NO3 - 1A,56915,26205,72108,53946,50886,35021,114599,65377,67536,54632,69207,89884,78150,57078
C7H8O6,22607,45444,16084,37554,45934,45405,23545,0,0,45644,15462,0,0,0
C6H14O5 - 1A,5589964,5694122,5097576,5188328,4743156,5047211,5320337,5680691,3550493,5200096,3908276,2581804,5440937,4492892
C7H12N2O4,17159976,14862370,12701707,12593883,14517388,10638394,11772107,15720576,4476103,4147442,2463285,2653944,3719562,4600117
C8H16N2O3,384474,366040,390432,387942,317633,334150,332799,349897,323551,412615,202660,214459,290191,313420
C8H16N2O3 - 1A,320980,148873,253738,85604,89820,58489,194054,289538,203072,302367,240215,196097,104955,144516
C8H16N2O3 - 2B,1711592,1697798,2403720,2070482,1952021,1639760,1950315,1599793,822239,1040620,629168,948492,1297616,994700
C7H16N4O2,285278,399590,226138,510896,327332,306226,318659,274644,149892,267420,122046,98134,149898,134224
C7H16N4O2 - 1A,95602,93783,76514,88744,91221,69763,90214,81340,84216,127560,70725,73717,84880,86391
C10H20O3,226030,207020,201785,262255,109803,188280,283573,180584,315870,82760,289626,324901,254732,272888
C10H20O3 - 1A,851904,952081,411770,2398474,1123004,1190625,2409976,922266,2635235,1158434,1889934,2469086,2943776,1727457
C9H20N2O2,7967750,7864881,5520537,7074243,6838012,5808555,6445779,6850967,5878536,7419977,5293940,4828351,5927691,6762035
C7H11NO5,1761039,2084824,1314866,1653369,2190506,1657921,1554681,1596072,1106002,1829845,963846,897620,1262405,1470293
C7H11NO5 - 1A,107878,110903,84156,146349,110806,115100,99161,81653,130229,147062,117616,99022,61298,140683
C7H15N3O3,952558,751284,750582,778686,1030232,731817,777532,922515,1587998,1110449,1345147,1191322,1224567,1386777
C6H7NO3S,2728214,2331283,3169783,1497852,2049661,1643078,1945902,2164187,1604704,2951798,1672002,1647419,1398757,2075009
C7H10O6,1409072,1310301,864432,1204937,911847,927199,953026,1114343,845595,1128600,510098,397101,856847,978152
C7H14N2O4,1565191,1638655,1297960,1348679,1301533,1510653,1501780,1386629,1743243,2577727,1459941,1464773,1665403,2004564
C10H9NO3,76750,88788,64961,72004,119377,72378,85898,70407,60644,93425,59971,54509,56463,84367
C7H13NO3S,216594,194045,240953,218554,136863,183911,176874,264821,219985,193603,150576,216412,104633,199869
C6H8O7 - 2B,851648,877591,741935,695468,603448,617741,764439,797939,667981,735112,587184,596169,536343,638170
C7H12O6,60556,43706,48943,40380,54250,105071,41643,50815,37486,37696,31003,55227,32571,43318
C10H12N2O2,205864,199629,154611,116849,165624,104591,139612,197313,143167,255207,116537,125851,98700,129427
C7H12O5,74487,85591,52324,70467,69572,79270,239076,57451,61397,80881,60354,122938,58637,187853
C6H12O7,141607,170009,126580,131351,140956,127950,148564,144469,126609,144763,119013,134332,127615,161826
C10H16N2O2,142412,129017,123637,180218,88357,126122,137802,145512,89021,121300,113136,81068,129881,131014
C8H11N3O3,462153,367795,598609,259174,342382,281637,290613,361447,120596,135136,93268,89394,100036,116275
C4H4N6O,132580,111764,141808,126994,109562,103919,153986,152031,93308,118437,99550,98473,81393,132439
C12H23N,149789,142222,137774,130804,162063,117291,130491,102629,132012,115560,147724,165041,173955,137061
C4H9O7P,117790,87551,74926,78867,89065,84319,83295,61611,89570,112029,92396,112353,59595,142013
C8H12N2O4,376105,488688,141149,368941,220098,162017,223209,138461,157497,283518,132458,146924,227884,234039
C10H16O4,68328,98044,81700,174221,71402,76358,163282,81016,163967,71418,118702,117256,124494,134782
C11H20O3,182865,159088,145966,421088,145416,277123,330057,156528,336630,93170,324051,350486,280986,411082
C12H24O2,2473290,2801547,4992702,5259685,3493938,3068264,4148598,3218698,4863826,2362263,4729549,5176819,4838202,3804959
C9H12O4,360745,419012,437376,308591,341836,320115,361691,329830,276058,393942,194506,252287,262334,332208
C8H14N2O4,170222,183969,166072,187989,169478,157096,137293,195084,134498,180032,98344,93433,130561,139023
C10H18O4,123498,205711,197300,223376,224534,131105,203323,166468,225894,184503,147983,168531,195894,146735
C9H18N2O3,504711,120524,405397,0,198983,197733,275956,523275,380499,381289,430059,473951,178301,291563
C9H18N2O3 - 1A,909566,1227985,826295,992711,1222738,1017856,928034,866242,1414995,1608627,1445293,1274649,1061953,2175972
C8H18N4O2,800196,776629,671627,826241,720565,636175,762251,777391,625935,841965,447100,484979,590491,707216
C11H22O3,67454,175293,97064,229084,178232,162963,176124,167867,141454,66312,112340,128078,171636,119834
C8H13NO5 - 1A,473628,422028,376442,385806,356232,341363,406390,455887,355577,423127,249144,269709,304056,415165
C9H17NO4,133120056,155091168,92827184,118313472,154025840,112943584,114167792,135631504,130673800,186923216,89383400,130036096,140588080,175972240
C6H14O6 - 1A,4735829,6510446,4745166,4532479,4601650,4380671,5448190,5503423,3569015,4074708,3567771,3749881,3722373,4615218
C7H12N2O5,132101,118012,55312,89043,87242,70482,87274,90979,76143,124027,39494,35638,49815,104071
C11H12N2O2,4414876,3225077,2941692,3307801,3303512,2507997,2979022,3594144,2513840,3079444,1997964,2072491,2301672,2590136
C8H16N2O4,94137,114523,110244,85208,119544,135130,110976,93125,86669,112287,85970,73311,101572,96082
C8H16N2O4 - 1A,127838,203207,123672,170439,149044,174665,191956,121057,225344,257928,195627,206305,155148,222455
C9H20N2O3,207295,200844,159435,191123,139382,137543,198023,138682,165425,215220,139357,131142,160992,193086
C8H15NO5,97019,170651,120955,150039,195142,80013,152165,96357,110719,138199,76067,73267,83124,116288
C7H15N3O4,90399,57121,38659,47531,62097,53101,37083,83623,89015,87421,59421,60750,46933,118002
C7H10O7,95243,98153,73285,94674,104883,94022,87403,66622,55641,89989,53408,43089,51536,74131
C11H13NO3,319855,287475,395136,232853,271268,222389,274928,271835,68846,77704,30847,48964,75062,85675
C6H13N2O4P,152210,132986,147717,153674,150231,147257,147227,154793,156809,133370,102362,120278,143568,163662
C14H24O,4791235,9066365,13406274,0,5344934,7037779,940448,7931329,235056,9762442,0,0,223385,0
C6H10O8,406829,325916,273510,290423,242134,256500,320270,285101,293627,268691,242768,224925,304913,280780
C11H17NO3,115314,159377,345814,141052,172710,90873,104391,176292,187498,149904,247357,220039,251129,158969
C5H9O7P,296699,306778,225300,338426,328058,267156,312121,306886,208322,307096,185993,190907,269868,261813
C13H24O2,124822,315050,590685,505830,249771,249180,301342,269083,719827,117946,433603,575818,641757,388900
C6H8O7 - 3C,101132,92498,85271,65883,95660,80017,120248,122629,67888,96609,69881,70912,86212,68047
C12H22O3,161802,136147,204832,455902,101997,263843,307506,158594,371987,73684,287983,297987,247690,326548
C5H14NO6P,12487546,11931112,9991368,11082372,11778988,10624009,9725353,10182489,9868705,12256179,7690587,7945207,10046648,10143858
C11H21NO3,489722,377775,461295,163058,578845,158233,895503,924953,401391,0,143955,149439,435370,144238
C5H13O7P,54285,128493,83006,65468,28930,80131,67865,30394,72343,68232,76363,99439,62213,74684
C7H14O6,84126,75464,65965,65217,74996,67531,78845,69081,77055,543170,64286,55342,436339,90084
C8H16N4O3,0,0,388676,0,0,0,0,0,1569046,1603176,1257346,1740020,1579371,1403830
C10H20N2O3,74172,140654,126230,75119,89643,87585,75670,95202,158989,146179,140180,151221,103928,207230
C12H24O3,168563,160322,96323,521999,167988,257130,338391,111221,283953,78904,266519,286161,367947,355211
C8H15N3O4,413959,458795,271935,435888,346115,328233,385339,363953,268769,334007,189968,205256,223290,347861
C10H19NO4,2967056,3468523,2808078,2663386,3767125,3869656,3792311,5215242,3869389,3394464,3109165,2996676,2611275,4315086
C9H19N3O3,62611,74967,47862,100985,79251,71409,65021,74088,55622,85957,68176,50847,51883,101432
C9H8O5,7047141,7321744,5974740,7499520,7417291,6630151,5904651,6120426,5875302,6468469,4725741,5007236,5587253,6768364
C8H14N2O5,84214,129684,95368,99230,88200,75714,82369,98870,54615,120376,32303,48152,49186,75935
C9H18N2O4,105279,62148,14969,21141,47643,24288,44538,0,62206,103660,106276,50726,70312,65981
C9H17NO5,15246853,17460932,14728723,13860235,16523322,13401663,13478260,13601165,10999662,15853130,7521955,10311697,13168666,13185102
C7H7O2SF,85869,79849,75838,73626,81472,68996,78464,92926,75485,66050,69747,74453,55879,73019
C8H16N2O5,652500,715367,790300,652378,765924,728752,1017553,804873,651620,807574,958989,741413,923321,653216
C8H15NO6,401339,333542,332527,298897,281828,303002,401091,447322,246504,320773,206846,205323,230986,301446
C9H19NO3S,52193520,54384128,50855944,53202756,51050312,53988540,50384556,52422952,51164176,58050456,52548928,56680040,48803352,49257928
C6H8O6 - 1A,547616,525268,276876,496917,295085,316410,436325,387922,279875,413936,229823,252870,283384,468226
C7H14N2O4S,266003,244823,143684,355633,269873,164501,173969,294011,216255,331427,151299,221993,242239,376517
C14H22O2,366447,186260,248733,399845,240679,293027,344220,346414,543283,187416,439731,479922,365610,330757
C14H22O2 - 1A,117756,131329,131223,183360,153656,132832,113875,114458,203090,110368,131243,158628,127126,148811
C14H22O2 - 2B,218766,278697,183665,265407,257109,272766,257446,214119,233252,244017,208815,253731,230992,218900
C11H13NO4,879281,650989,678359,672520,628522,561753,670363,804431,234172,183207,160438,182424,180975,250512
C9H14N4O3,7341167,10074738,5959910,9095114,8443954,7959090,7662152,7003882,8483391,10625678,6905347,8516078,8460687,10969887
C14H26O2,433074,317251,590820,579070,267142,409604,1114159,468462,842481,177810,497756,1005165,398734,647005
C9H9NO6,15704,17430,11062,16464,41617,19043,22221,16631,11436,39449,8092,0,0,17182
C9H13N3O4,8117645,7755209,5577696,5155912,5496747,4664128,6498540,6211270,2817025,3304356,2141011,3001168,3059860,3085534
C11H14O4,0,437429,501251,388341,512342,427549,488308,422099,543149,424593,538755,818366,580223,435948
C13H22O2,1894592,2057180,1449135,752393,1083460,1843516,5750551,1636780,2034369,1668104,3543523,8257037,2795237,4411753
C9H12N2O5,88096,81744,113206,93819,60268,69522,82512,86720,84130,121073,117211,103312,112118,111943
C12H20O4,78225,124163,131212,137598,101574,78845,140274,135001,182699,87911,210251,183168,180679,190595
C11H20N2O3,998024,1126124,862771,849779,954148,809105,800651,861608,773988,1062288,576717,686650,787432,789954
C11H20N2O3 - 1A,361582,356779,347182,372256,272051,267558,360135,319037,339839,383745,248152,262348,271991,327831
C13H24O3,0,63582,81535,249558,127160,213332,249646,104549,279034,0,234439,289047,227460,246613
C14H28O2,3144473,2637272,4522407,3487089,2218637,2359805,8228161,3034213,3357800,2096141,3349386,4967021,1996453,3531484
C9H15N3O2S,2088943,2157922,1978396,1328890,2611922,2290986,1323767,2172191,2150321,1211970,1634910,1704051,1122651,2255122
C9H13NO3,71158,83607,76148,106969,67787,73170,79980,149771,89558,78038,106140,70386,86411,73552
C12H23NO3,175078,164944,134488,89423,123237,95060,385545,346726,138141,73034,71919,192902,142014,117820
C11H23N3O2,680546,696017,498805,844639,711903,694657,720400,604007,911629,1050173,712625,644298,880405,1198715
C9H4O6,344964,402416,279456,347409,309400,292787,282545,294883,275992,324104,249160,212047,259896,284580
C5H11O8P,1868955,1537598,1204081,1414393,1195431,1208895,1160627,1418764,1105379,1364887,1040798,1027940,729368,1563495
C5H11O8P - 1A,3197326,1727464,1854817,1804864,1804273,1791763,1671354,1823771,1790651,2894770,1662394,1579113,780422,1823098
C9H14N2O5,348661,426403,296150,359314,338251,289673,322511,338928,300860,375132,199806,237212,280855,350059
C11H22N2O3,822361,970657,714510,762371,805365,761076,815660,791997,739017,825749,576505,619018,542252,907168
C9H13NO6,136535,133546,91610,88281,89087,94621,108726,102410,90975,95922,59884,85803,90536,69249
C9H13NO6 - 1A,37997,25700,18761,17152,33489,14152,20600,37525,17999,23206,16987,42490,33829,15392
C9H17N3O4,6455178,8357669,6550430,8593455,7232069,7331811,6879528,6782981,7072587,9138406,6381148,6944266,6810280,9317085
C9H17N3O4 - 1A,409886,267497,273353,244852,410302,203066,260511,396527,176071,147586,102847,131570,93625,178694
C8H17N5O3,159577,88038,85592,115152,87356,75077,113904,103618,84934,145325,87649,64879,83507,119670
C11H21NO4,0,0,79070,57232,87981,0,77630,0,117001,85196,85438,146729,156175,98570
C11H21NO4 - 1A,4071757,4766431,3353746,3980327,4550930,5134673,4349259,4370436,4186747,5111809,4595269,5042703,5589447,6544286
C10H21N3O3,101785,115364,81333,134953,139683,99609,90758,89031,118766,179272,117172,94967,120724,204971
C14H18N5O11P,1352522,859021,641250,727872,538265,578377,751442,802784,612157,1577449,685687,291280,719018,646506
C9H16N2O5,488863,467847,350737,386381,353308,347128,371055,343233,281315,351475,183392,185626,241576,364541
C9H16N2O5 - 1A,1784013,2665465,1568978,2336556,2015622,1888213,2080142,1967840,3787254,5353970,3339769,3356244,4015515,5897243
C9H16N2O5 - 2B,146354,151601,85853,122898,117375,118919,99076,125133,114990,176805,85393,87283,145047,155838
C8H16N4O4,530050,295129,112473,125834,149641,117937,212387,64621,168071,336479,323684,156665,249859,177025
C10H20N2O4,7889093,7916376,4587771,9036151,6868977,6620225,7157489,7514756,4159507,7474552,3189841,3046200,4442374,7586371
C8H14N2O6,267163,214099,120612,172885,140038,125985,153740,189785,158996,228165,120728,90849,98549,172905
C12H18N4O,127734,107275,73463,90691,89398,101939,104426,90034,62366,91048,46586,49320,65936,104988
C8H18N2O4S,32866052,29061552,30629400,30905316,31187524,31123270,27835114,33061960,28643972,34649016,29181090,30400524,30449614,31178460
C10H16N4O3,47510800,57185404,36466872,55017696,53326404,44511804,44661916,46474864,51915316,65952812,41186392,45619712,51982268,63921456
C12H20N2O3 - 1A,531958,606264,495750,447629,434186,411052,484225,485483,450975,628970,386072,406581,406008,498631
C10H15N3O4,149458,164415,97485,138104,99698,100574,133282,143764,179703,295189,109530,213235,190718,252127
C6H11O8P,61319,55129,45632,50235,51393,42249,44514,54339,50084,52827,40690,39988,35431,55110
C13H22O4,127961,244543,257097,136193,184094,95469,178433,191355,253859,107569,205603,157324,142248,278051
C15H30O2,743544,807424,2007731,1091177,593168,1013602,5469137,1016431,1544755,627350,1091671,2936120,769264,1538266
C8H15NO6 - 1A,730181,667524,658319,684810,734062,598209,595961,718313,593756,714005,547293,537797,546309,738397
C9H13N3O5,11989802,10113718,8538280,9423118,7637699,7984231,9383615,11190901,7308154,10226095,6155927,5631725,6678834,9133448
C10H17N3O4,128188,79454,85703,91695,87246,61843,82758,110894,70960,139527,66679,78164,53042,95042
C11H21N3O3,41963,0,0,0,0,0,0,0,0,26398,23440,0,0,32253
C6H13O8P,469360,232624,328571,422370,611622,358532,371756,441764,405604,467286,272118,249026,329892,447349
C9H12N2O6,2259877,2523492,2712419,2084627,1681070,1767266,1821416,2372246,1842712,2616594,1601335,1734399,1296045,2202153
C9H12N2O6 - 1A,443845,413506,365576,408605,370597,339949,386590,402778,299437,527698,303718,265895,384057,401864
C10H19N3O4,223620,211359,199642,184012,186384,233802,155227,240479,189881,222360,180395,149652,167263,215161
C12H23NO4,0,78564,64565,89426,80593,0,73927,78850,129517,172027,221378,226663,79137,133726
C12H23NO4 - 1A,2072507,2387266,2215053,1511808,2040624,2197039,1790640,2219301,2570271,3235361,2975143,2857694,2358401,3251006
C11H23N3O3,2821338,2662706,2019930,2833607,2504482,2322623,2356917,2641806,2163915,2727419,1601883,1532205,2097735,2411684
C5H12O7P2,34100,101999,139132,126458,95857,130335,92380,93718,0,0,0,0,0,0
C6H15O8P,1319875,1191888,1004749,1129371,1131527,1019555,1036524,1194514,921245,1349051,661830,660758,946076,1097959
C9H14N2O6,132720,140818,101322,134436,108118,102466,112648,104266,90156,141438,87944,91792,125093,115279
C10H18N2O5,36969,41606,35723,39931,80241,31539,67902,29748,103516,156201,74032,100207,108711,152846
C9H18N4O4,317156,319253,335536,287734,316843,264524,371434,398983,393638,362339,259715,412512,243026,373006
C14H24O2,410761,458699,405546,328763,320182,401840,386826,428264,436262,446685,467508,348100,364687,451230
